Name,Service,Phone number,Address,Website,Menu,Order
亚依淡酿豆腐Directions            Saved (0) Saved Save     , Dine-in · Takeaway,+60 19-734 2473,"No 1, Jalan Batu Pahat, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Hussin Corner Tomyam & Seafood, Dine-in · Takeaway,+60 17-780 0395,"Tepi Jalan Kampung Parit Kassan, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Jasnita D'Malau Klasik, Dine-in · Takeaway · Delivery,+60 11-1506 7998,"86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/category/Breakfast---Brunch-Restaurant/Jasnita-D-Malau-Klasik-334933430386387/,[],[]
Bhai char koew teow, Dine-in · Takeaway,+60 19-792 4695,"13, Jalan 1/1, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Nazo, Dine-in,+60 19-710 9852,"Kampung Sri Desa, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Nasi Ayam Deana, Dine-in · Takeaway,+60 19-759 5855,"No 35, Jln Bandar Baru, Pusat Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://nasi-ayam-deana.business.site/,[],[]
Kedai Makan Tan Hon King, Dine-in · Takeaway,+60 19-734 2473,"Kampung Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/media/set/?set=a.1380962878643120.1073741839.1288277111245031&type=3,[],[]
Restoren Fatin, Dine-in · Takeaway,+60 17-785 3325,"86400 Ayer Hitam, Johor, Malaysia",#,[],[]
Asam Pedas Ikan Air Tawar Empangan Mahkota, Dine-in · Takeaway,+60 10-822 9777,"Kampung Melayu Batu Lima, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/Asam-Pedas-Empangan-Mahkota/1979233838807750,[],[]
Lemang Kubor, Dine-in · Takeaway · Delivery,+60 17-752 7257,"86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Brade Joe Station 1 - Mee Bandung Sedap, Dine-in · Takeaway,+60 11-6108 5185,"Bas Stand, Pusat Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Rumah Makan - PK, Dine-in · Takeaway,+60 16-593 9198,"Taman Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://www.facebook.com/Port-Kambing-PK-112235634012389/,[],[]
Warong Cikgu Hadi, Dine-in · Takeaway,+60 7-758 1231,"86400 Ayer Hitam, Johor, Malaysia",#,[],[]
Roti Canai Gebus, Dine-in · Takeaway,+60 11-1894 8965,"58 20, Jalan Mawar, Taman Suria, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
NASI LEMAK BONDA #NLB, Dine-in · Takeaway,+60 11-5658 4656,"No.12, Bazar Niaga, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Warisan Talib Sup Kambing, Dine-in · Takeaway,+60 12-739 4532,"Kampung Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Nasi Lemak Kukus Ayam CrispyDirections            Saved (0) Saved Save     , Dine-in · Drive-through · Delivery,+60 10-710 7904,"5, Jalan Kaloi, Taman Mekar, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Restoran Arina Seafood 2, Dine-in · Takeaway,+60 17-660 9208,"86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/Restoran-Arina-Seafood-2/385336418208393?nr,[],[]
GPC BANDAR BARU AYER HITAM, Dine-in · Takeaway,+60 19-781 9033,"86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Restoran M. Shah, Dine-in · Takeaway,+60 7-758 1041,"No. 9 & 11, Jalan Bestari 1, Taman Bestari, Ayer Hitam, 86100, Johor, 86100 Ayer Hitam, Malaysia",#,[],[]
Abe Sup Belut Power & Seafood, Dine-in · Takeaway,+60 17-648 7420,"Kampung Melayu Batu Lima, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Yufizla Store & WesternDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 13-794 8793,"jalan kluang, Taman Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
WARONG JULIE, Dine-in · Takeaway,+60 13-767 5070,"Jalan Batu Pahat, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/warongjulieayerhitam/,[],[]
selera sempoy, Dine-in · Takeaway,+60 18-790 4831,"86400 Ayer Hitam, Johor, Malaysia",#,[],[]
Warung Nasi Ayam Sakinah, Dine-in · Takeaway,+60 17-792 9404,"Taman Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/Warungnasiayamsakinah/,[],[]
Sup Kambing Jdt, Dine-in · Takeaway,+60 10-897 5917,"bazar niaga, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/Sup-Kampung-JDT/1233242793495784,[],[]
Kedai Makan SedapDirections            Saved (0) Saved Save     ,,+60 11-2233 4569,"Manong, Kampung Melayu Batu Lima, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
CRISPY CHICKEN STATION, Dine-in · Takeaway,+60 12-773 0004,"60, Jalan Abdul Aziz, Taman Suria, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Deqna Kedai Makan, Dine-in · Takeaway,+60 17-795 9376,"Taman Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/Kedai-Makan-Deqna/1856928594535686,[],[]
Restoran al fatah, Dine-in · Takeaway,+60 7-758 2273,"No, 1, Jalan Bestari 1, taman bestari, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pages/Restoran-Al-Fatah/749922472025779?hc_ref=ARTAfEXPavdb9pNDkboFaZzIFwkC5nR2jRheojFZHFBkaz3GsbJvlfi-cy2FU5YhNT8&fref=tag,[],[]
sahabat sefood, Dine-in · Takeaway,+60 17-309 0611,"Lorong Selamat, Taman Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
家乡小吃WebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 10-883 5688,"33, Jalan Seroja, Kampung Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",https://www.facebook.com/jiaxiangxiaochi/,[],[]
Nasi Ayam Hj.Ali (Cendol Durian), Dine-in · Takeaway,+60 10-776 3879,"No 1, Jalan Kirana 1, Taman Kirana, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Mail Lambung Catering, Dine-in · Takeaway,+60 10-939 4458,"86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Bihun Sup Daging Selambak Ayer Hitam, Dine-in · Takeaway,+60 13-231 9086,"86200, Johor, Malaysia",#,[],[]
Jentayu Corner, Dine-in · Takeaway,+60 12-766 7841,"Sri Gading, 86400 Sri Gading, Johor, Malaysia",https://m.facebook.com/pages/Jentayu-Corner-Parit-Sonto/124227117653055?locale=ms_MY,[],[]
D' SUARA KARAOKEDirections            Saved (0) Saved Save     , Dine-in · Curbside pickup · No delivery,+60 11-1276 3176,"TGHT JJAH 35 GERAI MAKAN, KAMPUNG MAJU JAYA, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Satay Warisan Hj JalilDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 11-1080 8470,"NO 9 KAMPUNG PARIT KASSAN, 86100, Johor, Malaysia",#,[],[]
Cafe Tok AyahWebsiteDirections            Saved (0) Saved Save     , Dine-in · Drive-through · No-contact delivery,+60 13-275 1153,"8, Jln Bandar Baru, Pusat Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",http://fb.com/cafetokayah,['http://fb.com/cafetokayah'],['https://www.foodpanda.my/restaurant/g027/cafe-tokayah?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Karuna Restaurant & Handicraft Centre,,+60 7-758 2451,"18, Jalan Johor, Ayer Hitam, 86100, Ayer Hitam, Johor, Malaysia",#,[],[]
Choon Heng Tradditional Teow Chew Porridge, Dine-in · Takeaway,+60 17-755 3386,"38, Jalan Batu Pahat, Taman Ria, 86000 Kluang, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Shell,,+60 7-758 3902,"Jalan Batu Pahat, Jalan Kluang, 86100 Ayer Hitam, Malaysia",https://find.shell.com/my/fuel/10208876-sh-jalan-ayer-hitam,[],[]
warung pak hashim, Dine-in · Takeaway,+60 14-929 3722,"Kampung Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Singgah Sebentar Cafe, Dine-in · Takeaway,+60 19-746 5791,"Gerai No. 6, Kawasan Rehat &amp; Rawat Machap arah Selatan, 81600, Ayer Hitam, Johor, Malaysia",#,[],[]
Warung Samping BHP, Dine-in · Takeaway,+60 17-331 2009,"86400 Ayer Hitam, Johor, Malaysia",#,[],[]
Puyoooh Cafe & Frozen, Dine-in · Takeaway,+60 11-2761 6366,"No. 8 Jalan Lestari Utama, Taman Lestari, Lebuhraya Utara-Selatan, 86100 Ayer Hitam, Johor, Malaysia",https://m.facebook.com/pg/puyooohkiosk/posts/,[],[]
Inara D'eis Ayer Hitam JohorDirections            Saved (0) Saved Save     , Takeaway,+60 11-3669 2204,"1, 18, Jalan 1/3, Pusat Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Coolblog - Ayer Hitam, Dine-in · Takeaway,+60 7-355 5001,"No.26, Bazar Niaga Jalan Batu Pahat, 86100 Ayer Hitam, Johor, Malaysia",http://coolblog.com.my/,[],[]
Zenxin Agri-Organic Food (Air Hitam) Sdn Bhd | Office, In-store shopping · In-store pick-up,+60 7-759 5192,"Plo 47A & 47B, Batu, 9, Jalan Batu Pahat, 86000 Kluang, Johor, Malaysia",http://zenxin.com.my/,[],[]
Waktu LimaDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 12-757 6589,"No. 10 (Ground Floor, 1, Jalan 1/1, Pusat Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
ARIANA SATE, Dine-in · Takeaway,+60 17-770 6437,"Jalan Parit Salleh Kairon, 86400 Parit Raja, Johor, Malaysia",#,[],[]
REIYAN RASA ASAM PEDAS, Dine-in · Takeaway,+60 13-740 9182,"T/L, 15/2, Jalan Parit Nipah Darat, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Hotel Ayer Hitam Inn,,+60 7-758 2688,"86100 Ayer Hitam, Johor, Malaysia",https://www.facebook.com/AyerHitamHotel/,[],[]
Cinta Rasa ZieDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 10-539 8594,"kampung semarang parit, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Mega Seafood, Dine-in · Takeaway,+60 17-792 8520,"Jalan Kluang, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Warong CikLan Coner, Dine-in · Takeaway,+60 16-725 7240,"Sri Gading, 86400 Sri Gading, Johor, Malaysia",#,[],[]
Terminal Bas Ayer Hitam,,+60 14-278 1152,"Bandar Baru Ayer Hitam, 86100 Ayer Hitam, Johor, Malaysia",#,[],[]
Restoran Kari Kambing 40 HariWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No-contact delivery,+60 19-627 2243,"Air Hitam- 86100 Yong PengJohor, Jln Besar, 83700 Yong Peng, Johor, Malaysia",https://www.facebook.com/Restoran-Kari-Kambing-40-Hari-275122075886498/,[],[]
Nasi Ayam Hj Ali,,+60 19-691 0421,"Jalan Kampung Parit Londang Laut, 86400 Parit Raja, Johor, Malaysia",#,[],[]
OYO 89752 7 Days Express Hotel,,+60 7-758 1152,"No 27 and 29, Jln Bandar Baru, Pusat Bandar Baru Ayer Hitam, 86100, Malaysia",https://www.oyorooms.com/my/hotels-in-Batu%20Pahat/?utm_source=Google_gmb_so_MY&utm_medium=Organic&utm_campaign=MY_JBU030&locale=en,[],[]
Marvellous Curry House, Dine-in · Takeaway,+60 17-766 1042,"Kawasan Rawat & Rehat Machap Arah Utara, No. 9, Km 75, Lebuhraya Utara - Selatan, Simpang Renggam, 86200, Johor, 86200 Simpang Renggam, Malaysia",#,[],[]
Fishermans Asam PedasWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 16-281 1156,"Jalan Kluang, Kampung Sabak Uni, 86400 Parit Raja, Johor, Malaysia",https://www.facebook.com/Fishermans-Asam-Pedas-231749660849948/,[],['https://www.foodpanda.my/restaurant/r5ws/fisherman-s-asam-pedas?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
OYO 89495 Rich Hotel,,+60 7-268 7419,"2, Jalan Mawar, Taman Suria, 86100 Ayer Hitam, Johor, Malaysia",https://www.oyorooms.com/h/82831/?utm_source=GMB_MY&utm_medium=Organic&utm_campaign=MY_JHR084&latitude=1.92425020282&longitude=103.177488372&locale=en,[],[]
Mayang seri sate, Dine-in · Takeaway,+60 11-3554 0233,"4, Jalan Rona 1, Taman Rona, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Kedai Makan Idaman, Dine-in · Takeaway,+60 7-454 6182,"No. 10, Jalan Susur Intan, Taman Intan, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Restoran Nurul Nadia (Thai Seafood), Dine-in · Takeaway,+60 17-766 8465,"Taman Sedap, 86400 Parit Raja, Johor, Malaysia",http://www.nurulnadia.my/,[],[]
MachapCharKueyTeowKambing&NasiLemakAyamGorengBerempah, Dine-in · Takeaway,+60 12-239 0823,"Gerai Majlis MDSR, Jln Besar, Pekan Machap, 86200 Simpang Renggam, Johor, Malaysia",#,[],[]
"bsl ecofarm 万成隆生态牧场 （goat milk, 羊奶）WebsiteDirections            Saved (0) Saved Save     ",,+60 16-796 6718,"bt 3, jalan johor 86100, ayer hitam ayer hitam, 86100 johor, Johor, Malaysia",http://www.bslecofarm.com.my/,[],[]
Ikan Bagus, Dine-in · Takeaway,+60 17-779 2104,"Taman Jaya, 86400 Parit Raja, Johor, Malaysia",#,[],[]
Gian Shing Kilang Batubata Sdn Bhd,,+60 7-758 1159,"Jalan Johor, Batu 5, Ayer Hitam, Johor, Malaysia",#,[],[]
Sui Yuan Vegetarian RestaurantWebsiteDirections            Saved (0) Saved Save     , Dine-in · Drive-through · No-contact delivery,+60 17-733 7954,"6, Jalan Susur Bukit Mutiara, Taman Bukit Mutiara, 83000 Batu Pahat, Johor, Malaysia",https://www.facebook.com/suiyuanvegetarianrestaurant/,[],['https://www.foodpanda.my/restaurant/h2rw/sui-yuan-vegetarian-restaurant?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Aw Pottery Sdn Bhd, In-store shopping,+60 7-754 1476,"Simpangan Rengam, Jalan Kampong Macap,, 86200, Simpang Rengam, Johor, Malaysia",https://www.awpotterystudio.net/,[],[]
KFC Jerlun, Dine-in · Takeaway · No-contact delivery,+60 4-794 0279,"Lot No. 1, Susuran Arowana, Pusat Perniagaan Arowana, Jalan Kangar - Alor Setar, 06150 Ayer Hitam, Kedah, Malaysia",https://kfc.com.my/,[],[]
